record_id,customer_ref,case_type,region
REC-8d919c5b-1547,CUST-6B5D12F641,identity,US-CA
REC-8d919c5b-1548,CUST-5314E9A567,support,NG
REC-8d919c5b-1549,CUST-AD3208BAF6,billing,EU
REC-8d919c5b-1550,CUST-00D04BA34D,identity,US-CA
REC-8d919c5b-1551,CUST-A2EB2AB4CB,support,NG
REC-8d919c5b-1552,CUST-E6B3F24CD3,billing,EU
REC-8d919c5b-1553,CUST-EA5CA3E982,identity,US-CA
REC-8d919c5b-1554,CUST-AE34080CBD,support,NG
REC-8d919c5b-1555,CUST-3B0AF6F1FA,billing,EU
REC-8d919c5b-1556,CUST-1B8E991430,identity,US-CA
REC-8d919c5b-1557,CUST-C75FF86A87,support,NG
REC-8d919c5b-1558,CUST-7219C971A1,billing,EU
REC-8d919c5b-1559,CUST-0CD9F33A3F,identity,US-CA
REC-8d919c5b-1560,CUST-6B9BD97F09,support,NG
REC-8d919c5b-1561,CUST-F06E1C9BC7,billing,EU
REC-8d919c5b-1562,CUST-94556953DE,identity,US-CA
REC-8d919c5b-1563,CUST-0209AB96C4,support,NG
REC-8d919c5b-1564,CUST-F510A898A4,billing,EU
REC-8d919c5b-1565,CUST-4C91F2DA44,identity,US-CA
REC-8d919c5b-1566,CUST-5981624409,support,NG
REC-8d919c5b-1567,CUST-32398DFC97,billing,EU
REC-8d919c5b-1568,CUST-55D18F11C9,identity,US-CA
REC-8d919c5b-1569,CUST-433467CCBD,support,NG
REC-8d919c5b-1570,CUST-112CE160F5,billing,EU
REC-8d919c5b-1571,CUST-CE9D4B4970,identity,US-CA
REC-8d919c5b-1572,CUST-2889291873,support,NG
REC-8d919c5b-1573,CUST-860F177945,billing,EU
REC-8d919c5b-1574,CUST-C2469F39A5,identity,US-CA
REC-8d919c5b-1575,CUST-0DECEEB2E2,support,NG
REC-8d919c5b-1576,CUST-F19B1FAC55,billing,EU
REC-8d919c5b-1577,CUST-D4C701F1F6,identity,US-CA
REC-8d919c5b-1578,CUST-6A7D86DDDE,support,NG
REC-8d919c5b-1579,CUST-1401D53944,billing,EU
REC-8d919c5b-1580,CUST-61DE9EB8CD,identity,US-CA
REC-8d919c5b-1581,CUST-1679D86BD2,support,NG
REC-8d919c5b-1582,CUST-CBCD5E1D6B,billing,EU
REC-8d919c5b-1583,CUST-B3C03E1CC7,identity,US-CA
REC-8d919c5b-1584,CUST-AFF6CDFAEA,support,NG
REC-8d919c5b-1585,CUST-13F9A68454,billing,EU
REC-8d919c5b-1586,CUST-7E20E20F01,identity,US-CA
REC-8d919c5b-1587,CUST-760B7D2177,support,NG
REC-8d919c5b-1588,CUST-F9DF1ECF59,billing,EU
REC-8d919c5b-1589,CUST-50B67033D8,identity,US-CA
REC-8d919c5b-1590,CUST-A6685517F1,support,NG
REC-8d919c5b-1591,CUST-3F63BEFF76,billing,EU
REC-8d919c5b-1592,CUST-A2FA35D819,identity,US-CA
REC-8d919c5b-1593,CUST-35119CF656,support,NG
REC-8d919c5b-1594,CUST-40BEB9FE10,billing,EU
REC-8d919c5b-1595,CUST-BAF106661B,identity,US-CA
REC-8d919c5b-1596,CUST-D3D628BF92,support,NG
REC-8d919c5b-1597,CUST-C990EF5A85,billing,EU
REC-8d919c5b-1598,CUST-005B567794,identity,US-CA
REC-8d919c5b-1599,CUST-3142F1D16F,support,NG
REC-8d919c5b-1600,CUST-8DCA576885,billing,EU
REC-8d919c5b-1601,CUST-879D377A51,identity,US-CA
REC-8d919c5b-1602,CUST-1765CB8F0B,support,NG
REC-8d919c5b-1603,CUST-C6EA6BD28E,billing,EU
REC-8d919c5b-1604,CUST-2F9BACA021,identity,US-CA
REC-8d919c5b-1605,CUST-F57ADF7CE6,support,NG
REC-8d919c5b-1606,CUST-5DEBB0B4DA,billing,EU
REC-8d919c5b-1607,CUST-EE9725DBB8,identity,US-CA
REC-8d919c5b-1608,CUST-34E2FF79CC,support,NG
REC-8d919c5b-1609,CUST-14A76664DC,billing,EU
REC-8d919c5b-1610,CUST-43626FCD53,identity,US-CA
REC-8d919c5b-1611,CUST-A7309C51D5,support,NG
REC-8d919c5b-1612,CUST-BD35E81267,billing,EU
REC-8d919c5b-1613,CUST-0C1AF6FFDB,identity,US-CA
REC-8d919c5b-1614,CUST-B657560D36,support,NG
REC-8d919c5b-1615,CUST-C69ECD54D5,billing,EU
REC-8d919c5b-1616,CUST-EAE6BB761A,identity,US-CA
REC-8d919c5b-1617,CUST-B8443303FB,support,NG
REC-8d919c5b-1618,CUST-50C3E457DE,billing,EU
REC-8d919c5b-1619,CUST-44F575846F,identity,US-CA
REC-8d919c5b-1620,CUST-D7186A46BF,support,NG
REC-8d919c5b-1621,CUST-E7717C8B14,billing,EU
REC-8d919c5b-1622,CUST-7E1C64C9CB,identity,US-CA
REC-8d919c5b-1623,CUST-166B50C75D,support,NG
REC-8d919c5b-1624,CUST-E8DC0DE861,billing,EU
REC-8d919c5b-1625,CUST-5B4585280E,identity,US-CA
REC-8d919c5b-1626,CUST-7976B5A26B,support,NG
REC-8d919c5b-1627,CUST-684868ABA6,billing,EU
REC-8d919c5b-1628,CUST-F71DF54182,identity,US-CA
REC-8d919c5b-1629,CUST-DE64D38101,support,NG
REC-8d919c5b-1630,CUST-07584634C1,billing,EU
REC-8d919c5b-1631,CUST-6F8B68A8DC,identity,US-CA
REC-8d919c5b-1632,CUST-2F6994AE75,support,NG
REC-8d919c5b-1633,CUST-7B5D60B3D1,billing,EU
REC-8d919c5b-1634,CUST-8423F77700,identity,US-CA
REC-8d919c5b-1635,CUST-CD0413125D,support,NG
REC-8d919c5b-1636,CUST-9D8F8459A1,billing,EU
REC-8d919c5b-1637,CUST-E40A659603,identity,US-CA
REC-8d919c5b-1638,CUST-6527AACA03,support,NG
REC-8d919c5b-1639,CUST-CD94653A9C,billing,EU
REC-8d919c5b-1640,CUST-408F9EA8B4,identity,US-CA
REC-8d919c5b-1641,CUST-71CAF1E7A9,support,NG
REC-8d919c5b-1642,CUST-AF5C33F100,billing,EU
REC-8d919c5b-1643,CUST-9303992986,identity,US-CA
REC-8d919c5b-1644,CUST-E8E078A739,support,NG
REC-8d919c5b-1645,CUST-1AE3CECAF2,billing,EU
REC-8d919c5b-1646,CUST-AA6A9613A5,identity,US-CA
REC-8d919c5b-1647,CUST-48DBAFA91A,support,NG
REC-8d919c5b-1648,CUST-F93E39B259,billing,EU
REC-8d919c5b-1649,CUST-2EF1200264,identity,US-CA
REC-8d919c5b-1650,CUST-24CA2E2F50,support,NG
REC-8d919c5b-1651,CUST-38D6CFFC6B,billing,EU
REC-8d919c5b-1652,CUST-2A94B2D611,identity,US-CA
REC-8d919c5b-1653,CUST-3F7B8A3E6C,support,NG
REC-8d919c5b-1654,CUST-EE00763A02,billing,EU
REC-8d919c5b-1655,CUST-9E5EB53770,identity,US-CA
REC-8d919c5b-1656,CUST-3736D361DC,support,NG
REC-8d919c5b-1657,CUST-0F48294939,billing,EU
REC-8d919c5b-1658,CUST-E44B3E2E3B,identity,US-CA
REC-8d919c5b-1659,CUST-57C1A1EB91,support,NG
REC-8d919c5b-1660,CUST-DA32E4010C,billing,EU
REC-8d919c5b-1661,CUST-05E8F32DAA,identity,US-CA
REC-8d919c5b-1662,CUST-4C842C2256,support,NG
REC-8d919c5b-1663,CUST-E22FF5B184,billing,EU
REC-8d919c5b-1664,CUST-031C8E5CAA,identity,US-CA
REC-8d919c5b-1665,CUST-AAB1E3B80F,support,NG
REC-8d919c5b-1666,CUST-C0017571E2,billing,EU
REC-8d919c5b-1667,CUST-41984FEF0C,identity,US-CA
REC-8d919c5b-1668,CUST-77DB395977,support,NG
REC-8d919c5b-1669,CUST-62D90E14C6,billing,EU
REC-8d919c5b-1670,CUST-0D82841C97,identity,US-CA
REC-8d919c5b-1671,CUST-6E6D3FA455,support,NG
REC-8d919c5b-1672,CUST-7862651972,billing,EU
REC-8d919c5b-1673,CUST-BD3384D563,identity,US-CA
REC-8d919c5b-1674,CUST-5A2FA260CB,support,NG
REC-8d919c5b-1675,CUST-A344AB8D8A,billing,EU
REC-8d919c5b-1676,CUST-44CE53A455,identity,US-CA
REC-8d919c5b-1677,CUST-E586180BD0,support,NG
REC-8d919c5b-1678,CUST-088B9968E6,billing,EU
REC-8d919c5b-1679,CUST-51133C95F5,identity,US-CA
REC-8d919c5b-1680,CUST-47DF68FFAC,support,NG
REC-8d919c5b-1681,CUST-E6F555AA38,billing,EU
REC-8d919c5b-1682,CUST-3187C53379,identity,US-CA
REC-8d919c5b-1683,CUST-095813684C,support,NG
REC-8d919c5b-1684,CUST-90957C3862,billing,EU
REC-8d919c5b-1685,CUST-2D39211119,identity,US-CA
REC-8d919c5b-1686,CUST-AE6BDE6D76,support,NG
REC-8d919c5b-1687,CUST-DC81CA935F,billing,EU
REC-8d919c5b-1688,CUST-BF2D2F838C,identity,US-CA
REC-8d919c5b-1689,CUST-1F2D9DB304,support,NG
REC-8d919c5b-1690,CUST-7D8281B945,billing,EU
REC-8d919c5b-1691,CUST-20E741F679,identity,US-CA
REC-8d919c5b-1692,CUST-4E37AA1DFA,support,NG
REC-8d919c5b-1693,CUST-AC90E9AA5D,billing,EU
REC-8d919c5b-1694,CUST-101D74D59D,identity,US-CA
REC-8d919c5b-1695,CUST-7A420FDF35,support,NG
REC-8d919c5b-1696,CUST-F02C45E6DF,billing,EU
REC-8d919c5b-1697,CUST-30850C0891,identity,US-CA
REC-8d919c5b-1698,CUST-6673041C3B,support,NG
REC-8d919c5b-1699,CUST-962BE6300E,billing,EU
REC-8d919c5b-1700,CUST-A54F639FFB,identity,US-CA
REC-8d919c5b-1701,CUST-6D6080A391,support,NG
REC-8d919c5b-1702,CUST-DD18400167,billing,EU
REC-8d919c5b-1703,CUST-51C3AEC5B8,identity,US-CA
REC-8d919c5b-1704,CUST-613ED0F919,support,NG
REC-8d919c5b-1705,CUST-AE06FAAC99,billing,EU
REC-8d919c5b-1706,CUST-78610EB7AC,identity,US-CA
REC-8d919c5b-1707,CUST-616A9ED93B,support,NG
REC-8d919c5b-1708,CUST-FE56D2362E,billing,EU
REC-8d919c5b-1709,CUST-75DC5067E9,identity,US-CA
REC-8d919c5b-1710,CUST-CD39C45B57,support,NG
REC-8d919c5b-1711,CUST-213C8F4185,billing,EU
REC-8d919c5b-1712,CUST-0757126358,identity,US-CA
REC-8d919c5b-1713,CUST-CAE6CBE77A,support,NG
REC-8d919c5b-1714,CUST-1D52537B5D,billing,EU
REC-8d919c5b-1715,CUST-0B41D61A0E,identity,US-CA
REC-8d919c5b-1716,CUST-5C1D45DBFE,support,NG
REC-8d919c5b-1717,CUST-65E549A07B,billing,EU
REC-8d919c5b-1718,CUST-B0C390CA1C,identity,US-CA
REC-8d919c5b-1719,CUST-C088C95ED0,support,NG
REC-8d919c5b-1720,CUST-8322A0F6F4,billing,EU
REC-8d919c5b-1721,CUST-5296478732,identity,US-CA
REC-8d919c5b-1722,CUST-226140BD1C,support,NG
REC-8d919c5b-1723,CUST-862AE0743F,billing,EU
REC-8d919c5b-1724,CUST-C22AF8911A,identity,US-CA
REC-8d919c5b-1725,CUST-37B52ED3C9,support,NG
REC-8d919c5b-1726,CUST-41CF75B38D,billing,EU
REC-8d919c5b-1727,CUST-D115557657,identity,US-CA
REC-8d919c5b-1728,CUST-DEE8ADFC71,support,NG
REC-8d919c5b-1729,CUST-6BDB19E552,billing,EU
REC-8d919c5b-1730,CUST-3EF8C6BF25,identity,US-CA
REC-8d919c5b-1731,CUST-E777A44D24,support,NG
REC-8d919c5b-1732,CUST-63BC917FAD,billing,EU
REC-8d919c5b-1733,CUST-16D51F7060,identity,US-CA
REC-8d919c5b-1734,CUST-0B55322819,support,NG
REC-8d919c5b-1735,CUST-A1676AF99C,billing,EU
REC-8d919c5b-1736,CUST-4C32D8E834,identity,US-CA
REC-8d919c5b-1737,CUST-F2357510A4,support,NG
REC-8d919c5b-1738,CUST-F364BDA903,billing,EU
REC-8d919c5b-1739,CUST-F93AE59FBB,identity,US-CA
REC-8d919c5b-1740,CUST-4817F2AEA6,support,NG
REC-8d919c5b-1741,CUST-E10E47EBE5,billing,EU
REC-8d919c5b-1742,CUST-D22BDF4FB6,identity,US-CA
REC-8d919c5b-1743,CUST-ABEDA127F8,support,NG
REC-8d919c5b-1744,CUST-EF164975A7,billing,EU
REC-8d919c5b-1745,CUST-56F8C8B985,identity,US-CA
REC-8d919c5b-1746,CUST-DF476A80A7,support,NG
REC-8d919c5b-1747,CUST-E0C3134594,billing,EU
REC-8d919c5b-1748,CUST-AABC979F2C,identity,US-CA
REC-8d919c5b-1749,CUST-F8FE9800FE,support,NG
REC-8d919c5b-1750,CUST-9D79D8B91D,billing,EU
REC-8d919c5b-1751,CUST-5D8AECFFC5,identity,US-CA
REC-8d919c5b-1752,CUST-E8C8453FAA,support,NG
REC-8d919c5b-1753,CUST-4EBFD7B58A,billing,EU
REC-8d919c5b-1754,CUST-3761A05895,identity,US-CA
REC-8d919c5b-1755,CUST-D7E669CF79,support,NG
REC-8d919c5b-1756,CUST-38822A6021,billing,EU
REC-8d919c5b-1757,CUST-19AB589ECF,identity,US-CA
REC-8d919c5b-1758,CUST-874403E047,support,NG
REC-8d919c5b-1759,CUST-3B5FF152B7,billing,EU
REC-8d919c5b-1760,CUST-C10AC6039C,identity,US-CA
REC-8d919c5b-1761,CUST-F249D0BA9E,support,NG
REC-8d919c5b-1762,CUST-19ADE531A8,billing,EU
REC-8d919c5b-1763,CUST-E996A70237,identity,US-CA
REC-8d919c5b-1764,CUST-74BCD9022C,support,NG
REC-8d919c5b-1765,CUST-526AFEDDF2,billing,EU
REC-8d919c5b-1766,CUST-4A2BA424DE,identity,US-CA
REC-8d919c5b-1767,CUST-82547A68AA,support,NG
REC-8d919c5b-1768,CUST-0871F1B366,billing,EU
REC-8d919c5b-1769,CUST-7F5BD0944B,identity,US-CA
REC-8d919c5b-1770,CUST-0C8F50B1F8,support,NG
REC-8d919c5b-1771,CUST-56C41C8924,billing,EU
REC-8d919c5b-1772,CUST-C8A493C71D,identity,US-CA
REC-8d919c5b-1773,CUST-5D991B379B,support,NG
REC-8d919c5b-1774,CUST-CC5D371AB6,billing,EU
REC-8d919c5b-1775,CUST-2231CBA037,identity,US-CA
REC-8d919c5b-1776,CUST-72BB586AD5,support,NG
REC-8d919c5b-1777,CUST-CEBA86A12D,billing,EU
REC-8d919c5b-1778,CUST-D154FD6D9F,identity,US-CA
REC-8d919c5b-1779,CUST-D634968F3E,support,NG
REC-8d919c5b-1780,CUST-1965A0C87C,billing,EU
REC-8d919c5b-1781,CUST-469FE5A70D,identity,US-CA
REC-8d919c5b-1782,CUST-752E557E05,support,NG
REC-8d919c5b-1783,CUST-6F7D897622,billing,EU
REC-8d919c5b-1784,CUST-F421B7A1FE,identity,US-CA
REC-8d919c5b-1785,CUST-EA5C3A97EF,support,NG
REC-8d919c5b-1786,CUST-F59CB39C33,billing,EU
REC-8d919c5b-1787,CUST-465CA26F7D,identity,US-CA
REC-8d919c5b-1788,CUST-35477CC60B,support,NG
REC-8d919c5b-1789,CUST-DD25256F53,billing,EU
REC-8d919c5b-1790,CUST-1F22EC01C5,identity,US-CA
REC-8d919c5b-1791,CUST-F9FADF9233,support,NG
REC-8d919c5b-1792,CUST-2D564D8509,billing,EU
REC-8d919c5b-1793,CUST-3419B5A9C1,identity,US-CA
REC-8d919c5b-1794,CUST-757AFEFCA2,support,NG
REC-8d919c5b-1795,CUST-FD640B1EEA,billing,EU
REC-8d919c5b-1796,CUST-843B8CD060,identity,US-CA
REC-8d919c5b-1797,CUST-A6E8418C87,support,NG
REC-8d919c5b-1798,CUST-009119B14F,billing,EU
REC-8d919c5b-1799,CUST-35D0E31CFD,identity,US-CA
REC-8d919c5b-1800,CUST-455B234982,support,NG
REC-8d919c5b-1801,CUST-9E1E3AC52F,billing,EU
REC-8d919c5b-1802,CUST-5DD8946B77,identity,US-CA
REC-8d919c5b-1803,CUST-293183A147,support,NG
REC-8d919c5b-1804,CUST-90BF21B14E,billing,EU
REC-8d919c5b-1805,CUST-C51EF7276A,identity,US-CA
REC-8d919c5b-1806,CUST-393382F3A5,support,NG
REC-8d919c5b-1807,CUST-34E4E3E62B,billing,EU
REC-8d919c5b-1808,CUST-867EC2392A,identity,US-CA
REC-8d919c5b-1809,CUST-ACDAE95A29,support,NG
REC-8d919c5b-1810,CUST-FECC27394B,billing,EU
REC-8d919c5b-1811,CUST-8BEAD38B41,identity,US-CA
REC-8d919c5b-1812,CUST-A6A00CB32F,support,NG
REC-8d919c5b-1813,CUST-4390980928,billing,EU
REC-8d919c5b-1814,CUST-38CC7ABC99,identity,US-CA
REC-8d919c5b-1815,CUST-E32E7031E6,support,NG
REC-8d919c5b-1816,CUST-A66F1205B4,billing,EU
REC-8d919c5b-1817,CUST-BF851445FB,identity,US-CA
REC-8d919c5b-1818,CUST-2263FC5865,support,NG
REC-8d919c5b-1819,CUST-961B17B972,billing,EU
REC-8d919c5b-1820,CUST-7E7E5D9D85,identity,US-CA
REC-8d919c5b-1821,CUST-ABE4A7833E,support,NG
REC-8d919c5b-1822,CUST-68DF2091BB,billing,EU
REC-8d919c5b-1823,CUST-C044EB3D2F,identity,US-CA
REC-8d919c5b-1824,CUST-57B8A049D4,support,NG
REC-8d919c5b-1825,CUST-A0D05A541C,billing,EU
REC-8d919c5b-1826,CUST-BA117BC36E,identity,US-CA
REC-8d919c5b-1827,CUST-AAF4216EEB,support,NG
REC-8d919c5b-1828,CUST-6A26D595CF,billing,EU
REC-8d919c5b-1829,CUST-6F6A02490D,identity,US-CA
REC-8d919c5b-1830,CUST-69B74D8C2F,support,NG
REC-8d919c5b-1831,CUST-DD6509D2D7,billing,EU
REC-8d919c5b-1832,CUST-C559862512,identity,US-CA
REC-8d919c5b-1833,CUST-A8D86D42FB,support,NG
REC-8d919c5b-1834,CUST-CC80703160,billing,EU
REC-8d919c5b-1835,CUST-AA290EE2F0,identity,US-CA
REC-8d919c5b-1836,CUST-8CE05478EF,support,NG
REC-8d919c5b-1837,CUST-1816D5A835,billing,EU
REC-8d919c5b-1838,CUST-23BB609C48,identity,US-CA
REC-8d919c5b-1839,CUST-4BB69DFD8E,support,NG
REC-8d919c5b-1840,CUST-7683AE2A58,billing,EU
REC-8d919c5b-1841,CUST-18657EB065,identity,US-CA
REC-8d919c5b-1842,CUST-CEB7FF75AB,support,NG
REC-8d919c5b-1843,CUST-DE5CD85B25,billing,EU
REC-8d919c5b-1844,CUST-8A9DD2A8BC,identity,US-CA
REC-8d919c5b-1845,CUST-36CE37DA74,support,NG
REC-8d919c5b-1846,CUST-DDE5B3FDF7,billing,EU
REC-8d919c5b-1847,CUST-D4EC807604,identity,US-CA
REC-8d919c5b-1848,CUST-540D00D420,support,NG
REC-8d919c5b-1849,CUST-E6F817E903,billing,EU
REC-8d919c5b-1850,CUST-1EF55F9C1D,identity,US-CA
REC-8d919c5b-1851,CUST-3F2DC56198,support,NG
REC-8d919c5b-1852,CUST-F0AE5611B6,billing,EU
REC-8d919c5b-1853,CUST-E8331E7107,identity,US-CA
REC-8d919c5b-1854,CUST-A8B3818598,support,NG
REC-8d919c5b-1855,CUST-AFA195D7C5,billing,EU
REC-8d919c5b-1856,CUST-8971DDA2BA,identity,US-CA
REC-8d919c5b-1857,CUST-CCE3D34EF3,support,NG
REC-8d919c5b-1858,CUST-F60409CE1B,billing,EU
REC-8d919c5b-1859,CUST-D32DD44C31,identity,US-CA
REC-8d919c5b-1860,CUST-D2484EACA1,support,NG
REC-8d919c5b-1861,CUST-CE2FE00438,billing,EU
REC-8d919c5b-1862,CUST-53B9DDDA63,identity,US-CA
REC-8d919c5b-1863,CUST-D901A7FE67,support,NG
REC-8d919c5b-1864,CUST-E4CD24A6FD,billing,EU
REC-8d919c5b-1865,CUST-34E4461B34,identity,US-CA
REC-8d919c5b-1866,CUST-E0D21B4F68,support,NG
REC-8d919c5b-1867,CUST-DF13529BE7,billing,EU
REC-8d919c5b-1868,CUST-4356CE7742,identity,US-CA
REC-8d919c5b-1869,CUST-25A19F07F1,support,NG
REC-8d919c5b-1870,CUST-9AA02C217C,billing,EU
REC-8d919c5b-1871,CUST-2096905747,identity,US-CA
REC-8d919c5b-1872,CUST-B2A1951646,support,NG
REC-8d919c5b-1873,CUST-2DF8C142B8,billing,EU
REC-8d919c5b-1874,CUST-BD71B5D9D6,identity,US-CA
REC-8d919c5b-1875,CUST-581D6DB003,support,NG
REC-8d919c5b-1876,CUST-D7341BCFF4,billing,EU
REC-8d919c5b-1877,CUST-3972741DCA,identity,US-CA
REC-8d919c5b-1878,CUST-40DFC75A13,support,NG
REC-8d919c5b-1879,CUST-8E4F70BD85,billing,EU
REC-8d919c5b-1880,CUST-AE0A55D8A0,identity,US-CA
REC-8d919c5b-1881,CUST-65A0413AA5,support,NG
REC-8d919c5b-1882,CUST-0394882B02,billing,EU
REC-8d919c5b-1883,CUST-3BB231959F,identity,US-CA
REC-8d919c5b-1884,CUST-2C5F263A80,support,NG
REC-8d919c5b-1885,CUST-C265C47BFB,billing,EU
REC-8d919c5b-1886,CUST-8DD2E189BD,identity,US-CA
REC-8d919c5b-1887,CUST-8CF7602FFC,support,NG
REC-8d919c5b-1888,CUST-BD0537F584,billing,EU
REC-8d919c5b-1889,CUST-625BCF2FE0,identity,US-CA
REC-8d919c5b-1890,CUST-EE63593ADA,support,NG
REC-8d919c5b-1891,CUST-433A9E42D0,billing,EU
REC-8d919c5b-1892,CUST-158A02CBFF,identity,US-CA
REC-8d919c5b-1893,CUST-7BFDD103E5,support,NG
REC-8d919c5b-1894,CUST-D1786ABC5F,billing,EU
REC-8d919c5b-1895,CUST-A4CA32BF1D,identity,US-CA
REC-8d919c5b-1896,CUST-3967A43018,support,NG
REC-8d919c5b-1897,CUST-35A2298F3C,billing,EU
REC-8d919c5b-1898,CUST-A16DA8BEC7,identity,US-CA
REC-8d919c5b-1899,CUST-86A126D275,support,NG
REC-8d919c5b-1900,CUST-A9B72BBB1A,billing,EU
REC-8d919c5b-1901,CUST-1954E5C8CB,identity,US-CA
REC-8d919c5b-1902,CUST-B710F8698F,support,NG
REC-8d919c5b-1903,CUST-3F5DC87EEF,billing,EU
REC-8d919c5b-1904,CUST-5D818037A3,identity,US-CA
REC-8d919c5b-1905,CUST-2EB519D9C8,support,NG
REC-8d919c5b-1906,CUST-BC8CA20B4F,billing,EU
REC-8d919c5b-1907,CUST-3BE92740DF,identity,US-CA
REC-8d919c5b-1908,CUST-B08C375293,support,NG
REC-8d919c5b-1909,CUST-F1D52F98A5,billing,EU
REC-8d919c5b-1910,CUST-3848991CC0,identity,US-CA
REC-8d919c5b-1911,CUST-2354672880,support,NG
REC-8d919c5b-1912,CUST-61C9CFCEB2,billing,EU
REC-8d919c5b-1913,CUST-0716EA4855,identity,US-CA
REC-8d919c5b-1914,CUST-74007BE767,support,NG
REC-8d919c5b-1915,CUST-90CE8BA433,billing,EU
REC-8d919c5b-1916,CUST-F127B25995,identity,US-CA
REC-8d919c5b-1917,CUST-70938D7F97,support,NG
REC-8d919c5b-1918,CUST-44EDA0C3F7,billing,EU
REC-8d919c5b-1919,CUST-784184BA99,identity,US-CA
REC-8d919c5b-1920,CUST-A25DFC17CB,support,NG
REC-8d919c5b-1921,CUST-EEE6EFA1BE,billing,EU
REC-8d919c5b-1922,CUST-F753D075B9,identity,US-CA
REC-8d919c5b-1923,CUST-22157065D2,support,NG
REC-8d919c5b-1924,CUST-65C883094D,billing,EU
REC-8d919c5b-1925,CUST-42C81E8671,identity,US-CA
REC-8d919c5b-1926,CUST-B619949387,support,NG
REC-8d919c5b-1927,CUST-CF314EC1E9,billing,EU
REC-8d919c5b-1928,CUST-5DB359E713,identity,US-CA
REC-8d919c5b-1929,CUST-60AF299AE9,support,NG
REC-8d919c5b-1930,CUST-7C263E54D0,billing,EU
REC-8d919c5b-1931,CUST-8B2B6F57B6,identity,US-CA
REC-8d919c5b-1932,CUST-E3D9B956CD,support,NG
REC-8d919c5b-1933,CUST-3DD0B4D8F1,billing,EU
REC-8d919c5b-1934,CUST-7461B78224,identity,US-CA
REC-8d919c5b-1935,CUST-AF6BB61E8B,support,NG
REC-8d919c5b-1936,CUST-0BD6EC2BA3,billing,EU
REC-8d919c5b-1937,CUST-D5FA8E6372,identity,US-CA
REC-8d919c5b-1938,CUST-D9AE0201CD,support,NG
REC-8d919c5b-1939,CUST-EF290B89BD,billing,EU
REC-8d919c5b-1940,CUST-B3C0780277,identity,US-CA
REC-8d919c5b-1941,CUST-5D3DB44EC4,support,NG
REC-8d919c5b-1942,CUST-BF5DFC5204,billing,EU
REC-8d919c5b-1943,CUST-47D9FB06AF,identity,US-CA
REC-8d919c5b-1944,CUST-1EE1A4F1B5,support,NG
REC-8d919c5b-1945,CUST-5CEB1592C3,billing,EU
REC-8d919c5b-1946,CUST-33ADF28493,identity,US-CA
REC-8d919c5b-1947,CUST-D3BA6A7FEA,support,NG
REC-8d919c5b-1948,CUST-3814C70103,billing,EU
REC-8d919c5b-1949,CUST-E03C13C590,identity,US-CA
REC-8d919c5b-1950,CUST-A54678524F,support,NG
REC-8d919c5b-1951,CUST-5ECAC04196,billing,EU
REC-8d919c5b-1952,CUST-3E7967C82C,identity,US-CA
REC-8d919c5b-1953,CUST-3DAF008A1C,support,NG
REC-8d919c5b-1954,CUST-75FB84A2C3,billing,EU
REC-8d919c5b-1955,CUST-A6F30AB590,identity,US-CA
REC-8d919c5b-1956,CUST-3849019EE3,support,NG
REC-8d919c5b-1957,CUST-225B2C8E5B,billing,EU
REC-8d919c5b-1958,CUST-82E2658549,identity,US-CA
REC-8d919c5b-1959,CUST-8581092B52,support,NG
REC-8d919c5b-1960,CUST-F9EFCAD054,billing,EU
REC-8d919c5b-1961,CUST-8D10686E01,identity,US-CA
REC-8d919c5b-1962,CUST-AF3A0F8F7A,support,NG
REC-8d919c5b-1963,CUST-97782A1A87,billing,EU
REC-8d919c5b-1964,CUST-73C093E542,identity,US-CA
REC-8d919c5b-1965,CUST-AFE7B47794,support,NG
REC-8d919c5b-1966,CUST-B9FCC4EC48,billing,EU
REC-8d919c5b-1967,CUST-339FA69FD2,identity,US-CA
REC-8d919c5b-1968,CUST-9E146C54C1,support,NG
REC-8d919c5b-1969,CUST-7EF20E97E9,billing,EU
REC-8d919c5b-1970,CUST-58B071ECD0,identity,US-CA
REC-8d919c5b-1971,CUST-8BA6804D6C,support,NG
REC-8d919c5b-1972,CUST-70385C010D,billing,EU
REC-8d919c5b-1973,CUST-523A61881F,identity,US-CA
REC-8d919c5b-1974,CUST-FF47A0F13B,support,NG
REC-8d919c5b-1975,CUST-B5846FD8AE,billing,EU
REC-8d919c5b-1976,CUST-A608630C1D,identity,US-CA
REC-8d919c5b-1977,CUST-E5CF56A4B9,support,NG
REC-8d919c5b-1978,CUST-52207F8A05,billing,EU
REC-8d919c5b-1979,CUST-F599DF9289,identity,US-CA
REC-8d919c5b-1980,CUST-1DAB27B4FD,support,NG
REC-8d919c5b-1981,CUST-E60A1E87FF,billing,EU
REC-8d919c5b-1982,CUST-AEF98FC1D5,identity,US-CA
REC-8d919c5b-1983,CUST-38A31FC3AF,support,NG
REC-8d919c5b-1984,CUST-1E0434B840,billing,EU
REC-8d919c5b-1985,CUST-9320926FC9,identity,US-CA
REC-8d919c5b-1986,CUST-74B431C242,support,NG
REC-8d919c5b-1987,CUST-2B63581553,billing,EU
REC-8d919c5b-1988,CUST-EDA5830D18,identity,US-CA
REC-8d919c5b-1989,CUST-E3549DC827,support,NG
REC-8d919c5b-1990,CUST-61DB23B974,billing,EU
REC-8d919c5b-1991,CUST-34CE84DBDD,identity,US-CA
REC-8d919c5b-1992,CUST-FDC9B6F714,support,NG
